Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"ONE EXPERIENCE";FR0013266772;ALEXP;"Euronext Growth Paris";EUR;0.498;0.498;0.498;0.498;"08/04/2024 12:37";CET;1220;607.56;0.498;08/04/2024
ONLINEFORMAPRO;FR0004174712;MLONL;"Euronext Access Paris";EUR;2.80;2.80;2.80;2.80;"05/04/2024 16:30";CET;474;1327.20;2.80;08/04/2024
ORANGE;FR0000133308;ORA;"Euronext Paris";EUR;10.685;10.705;10.59;10.605;"08/04/2024 17:36";CET;4389193;46621934.425;10.605;08/04/2024
ORAPI;FR0000075392;ORAP;"Euronext Paris";EUR;6.50;6.50;6.50;6.50;"08/04/2024 16:15";CET;3641;23666.50;6.50;08/04/2024
"ORBIS PROPERTIES";ES0105490009;MLORB;"Euronext Access Paris";EUR;13.60;13.60;13.60;13.60;"30/07/2020 00:00";CET;-;-;13.20;08/04/2024
ORDISSIMO;FR0013318052;ALORD;"Euronext Growth Paris";EUR;0.494;0.53;0.494;0.499;"08/04/2024 14:28";CET;355;184.522;0.499;08/04/2024
OREGE;FR0010609206;OREGE;"Euronext Paris";EUR;0.338;0.338;0.326;0.326;"08/04/2024 14:13";CET;2561;851.833;0.326;08/04/2024
ORINOQUIA;ES0105534004;MLORQ;"Euronext Access Paris";EUR;1.32;1.32;1.32;1.32;"03/11/2023 16:30";CET;5000;6600.00;1.29;08/04/2024
ORPEA;FR001400NLM4;ORP;"Euronext Paris";EUR;10.686;11.29;10.56;11.29;"08/04/2024 17:35";CET;241159;2659655.998;11.29;08/04/2024
"OSE IMMUNO";FR0012127173;OSE;"Euronext Paris";EUR;4.95;4.95;4.77;4.82;"08/04/2024 17:35";CET;68621;331400.58;4.82;08/04/2024
OSMOSUN;FR001400IUV6;ALWTR;"Euronext Growth Paris";EUR;7.80;7.80;7.61;7.61;"08/04/2024 17:29";CET;1086;8360.58;7.61;08/04/2024
OSMOZIS;FR0013231180;ALOSM;"Euronext Growth Paris";EUR;10.35;10.50;10.10;10.50;"08/04/2024 15:20";CET;951;9809.35;10.50;08/04/2024
OVH;FR0014005HJ9;OVH;"Euronext Paris";EUR;10.94;11.06;10.64;10.79;"08/04/2024 17:37";CET;113297;1230104.07;10.79;08/04/2024
"PACTE NOVATION";FR0000077992;MLPAC;"Euronext Access Paris";EUR;8.00;8.00;8.00;8.00;"08/04/2024 11:30";CET;200;1600.00;8.00;08/04/2024
PAREF;FR0010263202;PAR;"Euronext Paris";EUR;42.80;43.00;42.60;43.00;"08/04/2024 17:35";CET;221;9457.40;43.00;08/04/2024
PARROT;FR0004038263;PARRO;"Euronext Paris";EUR;2.40;2.40;2.29;2.30;"08/04/2024 17:35";CET;6193;14498.69;2.30;08/04/2024
"PART.INDLES MINI.";FR0006823092;MLHOP;"Euronext Access Paris";EUR;11.10;11.10;11.10;11.10;"22/03/2024 16:30";CET;4;44.40;11.10;08/04/2024
"PARX MATERIALS NV";NL0012650535;MLPRX;"Euronext Access Paris";EUR;0.29;0.29;0.29;0.29;"27/03/2024 14:05";CET;300;87.00;0.29;08/04/2024
PASSAT;FR0000038465;PSAT;"Euronext Paris";EUR;5.45;5.45;5.35;5.45;"08/04/2024 17:22";CET;1218;6573.60;5.45;08/04/2024
"PATRIMOINE ET COMM";FR0011027135;PAT;"Euronext Paris";EUR;20.60;20.60;20.50;20.60;"08/04/2024 16:16";CET;1448;29812.80;20.60;08/04/2024
"PAULIC MEUNERIE";FR0013479730;ALPAU;"Euronext Growth Paris";EUR;1.90;1.91;1.83;1.90;"08/04/2024 16:19";CET;2073;3857.47;1.90;08/04/2024
"PERNOD RICARD";FR0000120693;RI;"Euronext Paris";EUR;140.95;143.75;140.60;143.25;"08/04/2024 17:37";CET;295377;42169703.25;143.25;08/04/2024
"PERRIER (GERARD)";FR0000061459;PERR;"Euronext Paris";EUR;99.00;99.20;98.80;99.20;"08/04/2024 17:35";CET;303;30010.00;99.20;08/04/2024
"PERSEIDA RENTA";ES0105612008;MLPER;"Euronext Access Paris";EUR;0.71;0.71;0.71;0.71;"09/06/2022 16:30";CET;500;355.00;0.71;08/04/2024
"PET SERVICE";NL0015001HZ9;MLPET;"Euronext Access Paris";EUR;4.80;4.80;4.80;4.80;"21/03/2024 16:30";CET;19;91.20;4.80;08/04/2024
"PEUGEOT INVEST";FR0000064784;PEUG;"Euronext Paris";EUR;112.40;114.60;112.40;114.40;"08/04/2024 17:35";CET;4732;538453.00;114.40;08/04/2024
PHARNEXT;FR001400N1P4;ALPHA;"Euronext Growth Paris";EUR;0.25;0.25;0.19;0.2198;"08/04/2024 17:35";CET;49761;10010.5691;0.2198;08/04/2024
"PHAXIAM Tx";FR001400K4B1;PHXM;"Euronext Paris";EUR;2.855;2.96;2.855;2.96;"08/04/2024 17:09";CET;4010;11699.975;2.96;08/04/2024
"PHONE WEB";FR0000185480;MLPHW;"Euronext Access Paris";EUR;0.84;0.84;0.84;0.84;"02/04/2024 11:30";CET;300;252.00;0.84;08/04/2024
"PHOTONIKE CAPITAL";BE0948608451;MLPHO;"Euronext Access Paris";EUR;0.122;0.128;0.122;0.128;"08/04/2024 16:30";CET;11000;1348.00;0.128;08/04/2024
"PIERRE VAC BSA ACT";FR001400B4H9;VACBS;"Euronext Paris";EUR;0.0932;0.099;0.093;0.099;"08/04/2024 17:25";CET;56066;5392.1972;0.099;08/04/2024
"PIERRE VAC BSA CRE";FR001400B4G1;VACBT;"Euronext Paris";EUR;0.25;0.25;0.25;0.25;"08/04/2024 16:54";CET;30500;7625.00;0.25;08/04/2024
"PIERRE VACANCES";FR0000073041;VAC;"Euronext Paris";EUR;1.314;1.36;1.314;1.36;"08/04/2024 17:35";CET;167762;226220.134;1.36;08/04/2024
"PISCINES DESJOYAUX";FR0000061608;ALPDX;"Euronext Growth Paris";EUR;13.00;13.25;13.00;13.25;"08/04/2024 16:36";CET;2631;34420.95;13.25;08/04/2024
PLACOPLATRE;FR0000030769;MLPLC;"Euronext Access Paris";EUR;496.00;496.00;496.00;496.00;"15/02/2024 16:37";CET;6;2976.00;496.00;08/04/2024
"PLANT ADVANCED";FR0010785790;ALPAT;"Euronext Growth Paris";EUR;10.60;10.60;9.95;10.00;"08/04/2024 17:35";CET;545;5556.80;10.00;08/04/2024
"PLANT ADVANCED BS";FR0011844067;PATBS;"Euronext Growth Paris";EUR;0.01;0.01;0.01;0.01;"14/11/2023 15:29";CET;240;2.40;0.01;08/04/2024
"PLAST.VAL LOIRE";FR0013252186;PVL;"Euronext Paris";EUR;2.88;3.06;2.88;3.04;"08/04/2024 17:35";CET;16921;50008.73;3.04;08/04/2024
"PLASTIC OMNIUM";FR0000124570;POM;"Euronext Paris";EUR;12.53;12.73;12.45;12.59;"08/04/2024 17:35";CET;211914;2669799.49;12.59;08/04/2024
PLUXEE;NL0015001W49;PLX;"Euronext Paris";EUR;26.75;27.215;26.70;26.865;"08/04/2024 17:35";CET;126540;3402735.645;26.865;08/04/2024
POUJOULAT;FR0000066441;ALPJT;"Euronext Growth Paris";EUR;16.55;16.75;14.95;16.00;"08/04/2024 17:35";CET;4279;68862.10;16.00;08/04/2024
POULAILLON;FR0013015583;ALPOU;"Euronext Growth Paris";EUR;4.98;4.98;4.96;4.96;"08/04/2024 17:21";CET;2361;11719.28;4.96;08/04/2024
POXEL;FR0012432516;POXEL;"Euronext Paris";EUR;0.688;0.898;0.666;0.732;"08/04/2024 17:35";CET;1908585;1502214.121;0.732;08/04/2024
PRECIA;FR0014004EC4;ALPM;"Euronext Growth Paris";EUR;34.30;36.30;34.30;34.90;"08/04/2024 17:13";CET;520;18412.70;34.90;08/04/2024
PREDILIFE;FR0010169920;ALPRE;"Euronext Growth Paris";EUR;4.86;4.86;4.78;4.78;"08/04/2024 14:40";CET;695;3337.18;4.78;08/04/2024
"PRISMAFLEX INTL";FR0004044600;ALPRI;"Euronext Growth Paris";EUR;5.85;5.85;5.30;5.85;"08/04/2024 17:00";CET;484;2680.20;5.85;08/04/2024
"PROACTIS SA";FR0004052561;PROAC;"Euronext Paris";EUR;0.0545;0.0545;0.0545;0.0545;"08/04/2024 14:21";CET;10;0.545;0.0545;08/04/2024
PRODWARE;FR0010313486;ALPRO;"Euronext Growth Paris";EUR;8.40;8.40;8.05;8.05;"08/04/2024 14:33";CET;910;7563.30;8.05;08/04/2024
PRODWAYS;FR0012613610;PWG;"Euronext Paris";EUR;0.731;0.749;0.728;0.74;"08/04/2024 17:35";CET;23051;16879.53;0.74;08/04/2024
PROLOGUE;FR0010380626;ALPRG;"Euronext Growth Paris";EUR;0.18;0.184;0.175;0.1765;"08/04/2024 17:35";CET;162538;29055.0965;0.1765;08/04/2024
"PROLOGUE BSA";FR0013398617;PROBT;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"03/04/2024 13:43";CET;252329;126.16;0.0005;08/04/2024
PROP.IMMEUBLES;FR0000061376;MLPRI;"Euronext Access Paris";EUR;25.00;25.00;25.00;25.00;"07/11/2023 11:30";CET;250;6250.00;25.00;08/04/2024
"PUBLICIS GROUPE SA";FR0000130577;PUB;"Euronext Paris";EUR;100.05;101.10;100.05;100.95;"08/04/2024 17:35";CET;291467;29378188.20;100.95;08/04/2024
"PULLUP ENTERTAIN";FR0012419307;ALPUL;"Euronext Growth Paris";EUR;7.80;7.80;7.70;7.79;"08/04/2024 17:35";CET;11357;88375.42;7.79;08/04/2024
QUADIENT;FR0000120560;QDT;"Euronext Paris";EUR;18.02;18.10;17.68;17.72;"08/04/2024 17:35";CET;72745;1297795.60;17.72;08/04/2024
QUADPACK;ES0105118006;ALQP;"Euronext Growth Paris";EUR;18.00;18.00;18.00;18.00;"08/04/2024 13:40";CET;26;468.00;18.00;08/04/2024
"QUANTUM GENOMICS";FR0011648971;ALQGC;"Euronext Growth Paris";EUR;0.102;0.1036;0.1002;0.1006;"08/04/2024 17:15";CET;16945;1717.4966;0.1006;08/04/2024
QWAMPLIFY;FR0010889386;ALQWA;"Euronext Growth Paris";EUR;2.99;2.99;2.95;2.99;"08/04/2024 16:04";CET;395;1167.85;2.99;08/04/2024
"RACING FORCE";IT0005466963;ALRFG;"Euronext Growth Paris";EUR;4.35;4.35;4.34;4.34;"08/04/2024 09:08";CET;231;1002.55;4.34;08/04/2024
RALLYE;FR0000060618;RAL;"Euronext Paris";EUR;0.0495;0.0521;0.0493;0.0509;"08/04/2024 17:35";CET;284726;14266.7123;0.0509;08/04/2024
"RAMSAY GEN SANTE";FR0000044471;GDS;"Euronext Paris";EUR;13.70;13.70;13.60;13.60;"08/04/2024 17:35";CET;304;4154.90;13.60;08/04/2024
"RAPID NUTRITION";GB00BM9PTW47;ALRPD;"Euronext Growth Paris";EUR;0.1112;0.1388;0.1025;0.127;"08/04/2024 17:35";CET;5682476;688372.7615;0.127;08/04/2024
REALITES;FR0011858190;ALREA;"Euronext Growth Paris";EUR;14.10;14.10;13.70;14.05;"08/04/2024 17:21";CET;524;7259.50;14.05;08/04/2024
"REMY COINTREAU";FR0000130395;RCO;"Euronext Paris";EUR;88.00;93.55;87.40;93.55;"08/04/2024 17:35";CET;119814;11038667.45;93.55;08/04/2024
RENAULT;FR0000131906;RNO;"Euronext Paris";EUR;49.60;50.98;49.53;50.26;"08/04/2024 17:35";CET;1143176;57570835.49;50.26;08/04/2024
"RES GESTAE SOCIMI";ES0105550000;MLJDL;"Euronext Access Paris";EUR;7.00;7.00;7.00;7.00;"29/06/2021 00:00";CET;-;-;6.55;08/04/2024
"REWORLD MEDIA";FR0010820274;ALREW;"Euronext Growth Paris";EUR;2.64;2.66;2.48;2.57;"08/04/2024 17:35";CET;237233;611978.71;2.57;08/04/2024
REXEL;FR0010451203;RXL;"Euronext Paris";EUR;24.12;24.71;24.08;24.59;"08/04/2024 17:35";CET;590167;14469188.56;24.59;08/04/2024
RIBER;FR0000075954;ALRIB;"Euronext Growth Paris";EUR;2.43;2.63;2.43;2.61;"08/04/2024 17:35";CET;44816;113204.08;2.61;08/04/2024
ROBERTET;FR0000039091;RBT;"Euronext Paris";EUR;811.00;822.00;806.00;812.00;"08/04/2024 17:35";CET;627;511337.00;812.00;08/04/2024
"ROBERTET CDV 87";FR0000045619;CBR;"Euronext Paris";EUR;188.00;188.00;188.00;188.00;"02/11/2022 11:30";CET;4;752.00;188.00;08/04/2024
"ROBERTET CI";FR0000045601;CBE;"Euronext Paris";EUR;730.00;745.00;730.00;745.00;"08/04/2024 16:39";CET;10;7360.00;745.00;08/04/2024
"ROCHE BOBOIS";FR0013344173;RBO;"Euronext Paris";EUR;46.00;47.60;46.00;47.60;"08/04/2024 17:03";CET;611;28454.30;47.60;08/04/2024
ROCTOOL;FR0010523167;ALROC;"Euronext Growth Paris";EUR;1.275;1.275;1.275;1.275;"08/04/2024 09:00";CET;1;1.275;1.275;08/04/2024
"ROCTOOL BSA 2020-2";FR0013477593;ROCBT;"Euronext Growth Paris";EUR;0.01;0.01;0.01;0.01;"18/04/2023 16:45";CET;10;0.10;0.01;08/04/2024
"ROUGIER S.A.";FR0000037640;ALRGR;"Euronext Growth Paris";EUR;13.30;13.60;13.30;13.60;"08/04/2024 16:22";CET;133;1799.90;13.60;08/04/2024
RUBIS;FR0013269123;RUI;"Euronext Paris";EUR;34.02;34.20;33.84;34.04;"08/04/2024 17:35";CET;321942;10950369.00;34.04;08/04/2024
S.E.B.;FR0000121709;SK;"Euronext Paris";EUR;115.00;118.00;115.00;117.90;"08/04/2024 17:35";CET;50979;5996563.10;117.90;08/04/2024
SAFE;FR001400F1V2;ALSAF;"Euronext Growth Paris";EUR;0.0008;0.0008;0.0006;0.0006;"08/04/2024 17:26";CET;1224136;977.2814;0.0006;08/04/2024
SAFRAN;FR0000073272;SAF;"Euronext Paris";EUR;206.00;208.80;205.60;208.00;"08/04/2024 17:35";CET;450569;93682870.00;208.00;08/04/2024
"SAGAX REAL ESTATE";ES0105651006;MLSAG;"Euronext Access Paris";EUR;1.1385;1.1385;1.1385;1.1385;"14/06/2022 00:00";CET;-;-;1.14;08/04/2024
"SAINT GOBAIN";FR0000125007;SGO;"Euronext Paris, Amsterdam, Brussels";EUR;73.38;74.86;73.38;74.30;"08/04/2024 17:35";CET;892366;66248158.18;74.30;08/04/2024
"SAINT GOBAIN NV24";FR001400M7D8;SGONV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;66.66;08/04/2024
"SAINT JEAN GROUPE";FR0000060121;SABE;"Euronext Paris";EUR;20.40;20.40;20.40;20.40;"08/04/2024 16:30";CET;69;1407.60;20.40;08/04/2024
SAMSE;FR0000060071;SAMS;"Euronext Paris";EUR;184.50;185.00;182.50;183.00;"08/04/2024 17:35";CET;103;18955.00;183.00;08/04/2024
SANOFI;FR0000120578;SAN;"Euronext Paris";EUR;87.34;87.68;87.00;87.00;"08/04/2024 17:35";CET;1036128;90247441.25;87.00;08/04/2024
"SANOFI NV24";FR001400M6Z3;SANNV;"Euronext Paris";EUR;88.00;88.00;88.00;88.00;"04/04/2024 11:30";CET;2;176.00;88.00;08/04/2024
SAPMER;FR0010776617;ALMER;"Euronext Growth Paris";EUR;6.15;6.70;6.15;6.70;"08/04/2024 16:30";CET;778;4785.80;6.70;08/04/2024
"SARTORIUS STED BIO";FR0013154002;DIM;"Euronext Paris";EUR;251.40;258.00;250.50;254.90;"08/04/2024 17:36";CET;57176;14573907.80;254.90;08/04/2024
SAVENCIA;FR0000120107;SAVE;"Euronext Paris";EUR;51.40;51.40;51.00;51.20;"08/04/2024 17:35";CET;584;29938.40;51.20;08/04/2024
"SAVONNERIE NYONS";FR0013155975;MLSDN;"Euronext Access Paris";EUR;28.60;28.60;28.60;28.60;"08/04/2024 11:30";CET;17;486.20;28.60;08/04/2024
SCBSM;FR0006239109;CBSM;"Euronext Paris";EUR;8.25;8.30;8.15;8.30;"08/04/2024 14:28";CET;1339;11026.60;8.30;08/04/2024
SCEMI;FR0010972091;MLCMI;"Euronext Access Paris";EUR;4.00;4.00;4.00;4.00;"25/03/2024 11:30";CET;28;112.00;4.00;08/04/2024
SCHLUMBERGER;AN8068571086;SLB;"Euronext Paris";EUR;50.30;51.20;50.30;50.50;"08/04/2024 17:35";CET;5759;292634.80;50.50;08/04/2024
"SCHNEIDER ELECTRIC";FR0000121972;SU;"Euronext Paris";EUR;208.00;211.50;207.60;209.75;"08/04/2024 17:36";CET;714305;149992222.90;209.75;08/04/2024
"SCIENTIA SCHOOL";ES0105592002;MLSCI;"Euronext Access Paris";EUR;5.65;5.65;5.65;5.65;"24/03/2023 11:30";CET;1000;5650.00;5.65;08/04/2024
"SCOR SE";FR0010411983;SCR;"Euronext Paris";EUR;30.30;31.00;30.30;30.58;"08/04/2024 17:35";CET;314136;9616453.28;30.58;08/04/2024
"SECHE ENVIRONNEM.";FR0000039109;SCHP;"Euronext Paris";EUR;113.00;115.00;112.60;114.80;"08/04/2024 17:35";CET;4132;471559.80;114.80;08/04/2024
"SEGRO PLC";GB00B5ZN1N88;SGRO;"Euronext Paris";EUR;11.30;11.30;11.30;11.30;"07/04/2021 13:45";CET;500;5650.00;11.00;08/04/2024
"SEIF SPA";IT0005353484;ALSEI;"Euronext Growth Paris";EUR;0.25;0.25;0.25;0.25;"21/12/2023 09:29";CET;539;134.75;0.25;08/04/2024
SELCODIS;FR0000065492;SLCO;"Euronext Paris";EUR;0.29;0.29;0.29;0.29;"25/03/2009 00:00";CET;2074;601.46;0.29;08/04/2024
SELECTIRENTE;FR0004175842;SELER;"Euronext Paris";EUR;88.50;88.50;88.50;88.50;"08/04/2024 11:30";CET;1;88.50;88.50;08/04/2024
"SEMPLICEMENTE SpA";IT0005072811;MLSMP;"Euronext Access Paris";EUR;0.81;0.81;0.81;0.81;"05/08/2016 15:00";CET;100;81.00;0.81;08/04/2024
SENSORION;FR0012596468;ALSEN;"Euronext Growth Paris";EUR;0.70;0.76;0.69;0.754;"08/04/2024 17:35";CET;98696;70235.66;0.754;08/04/2024
"SEQUA PETROLEUM NV";NL0010623518;MLSEQ;"Euronext Access Paris";EUR;0.012;0.012;0.01;0.01;"08/04/2024 16:30";CET;10523;107.23;0.01;08/04/2024
"SERGEFERRARI GROUP";FR0011950682;SEFER;"Euronext Paris";EUR;6.26;6.26;5.96;6.13;"08/04/2024 17:35";CET;2832;17328.15;6.13;08/04/2024
SES;LU0088087324;SESG;"Euronext Paris";EUR;6.02;6.13;6.015;6.11;"08/04/2024 17:35";CET;871519;5307845.19;6.11;08/04/2024
SHOWROOMPRIVE;FR0013006558;SRP;"Euronext Paris";EUR;0.958;1.00;0.95;0.996;"08/04/2024 17:35";CET;28561;27736.45;0.996;08/04/2024
SIDETRADE;FR0010202606;ALBFR;"Euronext Growth Paris";EUR;160.00;160.00;156.50;159.00;"08/04/2024 16:33";CET;152;24205.50;159.00;08/04/2024
"SIGNAUX GIROD";FR0000060790;ALGIR;"Euronext Growth Paris";EUR;18.60;19.00;18.60;18.90;"08/04/2024 15:01";CET;1083;20414.30;18.90;08/04/2024
SILC;FR0010679365;MLSIL;"Euronext Access Paris";EUR;0.416;0.416;0.416;0.416;"22/03/2021 16:30";CET;150;62.40;0.416;08/04/2024
SIMAT;CI0000000832;MLMAT;"Euronext Access Paris";EUR;2.20;2.20;2.20;2.20;"13/11/2019 11:30";CET;10;22.00;2.20;08/04/2024
"SIRIUS MEDIA";FR0010812230;ALSRS;"Euronext Growth Paris";EUR;0.616;0.648;0.612;0.63;"08/04/2024 17:35";CET;45812;28730.144;0.63;08/04/2024
SMAIO;FR0014005I80;ALSMA;"Euronext Growth Paris";EUR;3.10;3.10;3.10;3.10;"08/04/2024 09:00";CET;219;678.90;3.10;08/04/2024
SMALTO;FR0011131788;MLSML;"Euronext Access Paris";EUR;0.0135;0.0135;0.0135;0.0135;"04/04/2024 16:30";CET;16886;227.96;0.0135;08/04/2024
"SMALTO BSA";FR0010649228;SMLBS;"Euronext Access Paris";EUR;0.04;0.04;0.04;0.04;"27/12/2016 15:30";CET;115298;4611.92;0.04;08/04/2024
"SMART GOOD THINGS";FR001400LBS6;MLSGT;"Euronext Access Paris";EUR;4.50;4.50;4.50;4.50;"08/04/2024 16:30";CET;312;1404.00;4.50;08/04/2024
SMCP;FR0013214145;SMCP;"Euronext Paris";EUR;2.23;2.38;2.23;2.34;"08/04/2024 17:35";CET;139839;325696.955;2.34;08/04/2024
SMTPC;FR0004016699;ALTPC;"Euronext Growth Paris";EUR;30.00;30.00;29.70;30.00;"08/04/2024 16:39";CET;3026;90725.60;30.00;08/04/2024
"SOC FRANC CASINOS";FR0010209809;SFCA;"Euronext Paris";EUR;1.65;1.86;1.65;1.86;"08/04/2024 16:30";CET;94;164.34;1.86;08/04/2024
"SOCIETE GENERALE";FR0000130809;GLE;"Euronext Paris";EUR;25.00;25.245;24.975;25.09;"08/04/2024 17:35";CET;1809724;45428072.10;25.09;08/04/2024
SODEXO;FR0000121220;SW;"Euronext Paris";EUR;78.50;78.70;77.65;77.65;"08/04/2024 17:35";CET;116974;9101780.45;77.65;08/04/2024
SODITECH;FR0000078321;SEC;"Euronext Paris";EUR;1.38;1.38;1.38;1.38;"05/04/2024 16:30";CET;179;247.02;1.38;08/04/2024
SOGECLAIR;FR0000065864;ALSOG;"Euronext Growth Paris";EUR;21.50;21.70;21.50;21.70;"08/04/2024 16:58";CET;198;4270.80;21.70;08/04/2024
SOITEC;FR0013227113;SOI;"Euronext Paris";EUR;91.00;91.75;88.80;90.05;"08/04/2024 17:37";CET;168803;15175588.50;90.05;08/04/2024
"SOLOCAL GROUP";FR00140006O9;LOCAL;"Euronext Paris";EUR;0.0416;0.0431;0.0414;0.0431;"08/04/2024 17:29";CET;62742;2639.8408;0.0431;08/04/2024
"SOLUTIONS 30 SE";FR0013379484;S30;"Euronext Paris";EUR;1.864;1.96;1.832;1.931;"08/04/2024 17:35";CET;681679;1292398.232;1.931;08/04/2024
SOLVAY;BE0003470755;SOLB;"Euronext Brussels, Paris";EUR;27.40;28.31;27.34;28.27;"08/04/2024 17:38";CET;487088;13666702.62;28.27;08/04/2024
"SOPRA STERIA GROUP";FR0000050809;SOP;"Euronext Paris";EUR;231.00;236.20;230.20;236.00;"08/04/2024 17:35";CET;32253;7564108.40;236.00;08/04/2024
SPARTOO;FR00140043Y1;ALSPT;"Euronext Growth Paris";EUR;0.452;0.457;0.44;0.457;"08/04/2024 16:34";CET;12241;5452.578;0.457;08/04/2024
"SPEED RABBIT PIZZA";FR0000054371;MLSRP;"Euronext Access Paris";EUR;7.50;7.50;7.50;7.50;"08/03/2024 11:30";CET;6;45.00;7.50;08/04/2024
SPIE;FR0012757854;SPIE;"Euronext Paris";EUR;34.06;34.56;33.96;34.36;"08/04/2024 17:35";CET;152033;5222465.56;34.36;08/04/2024
SPINEGUARD;FR0011464452;ALSGD;"Euronext Growth Paris";EUR;0.256;0.2565;0.231;0.2415;"08/04/2024 17:35";CET;187191;45235.4295;0.2415;08/04/2024
SPINEWAY;FR001400N2P2;ALSPW;"Euronext Growth Paris";EUR;1.362;1.43;1.23;1.2888;"08/04/2024 17:28";CET;77050;100352.1238;1.2888;08/04/2024
SQLI;FR0011289040;SQI;"Euronext Paris";EUR;44.00;44.20;43.80;44.20;"08/04/2024 17:29";CET;313;13762.40;44.20;08/04/2024
"ST DUPONT";FR0000054199;DPT;"Euronext Paris";EUR;0.0512;0.053;0.05;0.052;"08/04/2024 17:35";CET;143420;7271.336;0.052;08/04/2024
STEF;FR0000064271;STF;"Euronext Paris";EUR;130.00;131.60;128.80;130.00;"08/04/2024 17:35";CET;2297;298753.80;130.00;08/04/2024
"STELLANTIS NV";NL00150001Q9;STLAP;"Euronext Paris";EUR;24.61;25.00;24.55;24.88;"08/04/2024 17:37";CET;1312711;32640430.79;24.88;08/04/2024
STIF;FR001400MDW2;ALSTI;"Euronext Growth Paris";EUR;8.75;9.20;8.511;9.20;"08/04/2024 17:35";CET;8690;77081.724;9.20;08/04/2024
STMICROELECTRONICS;NL0000226223;STMPA;"Euronext Paris";EUR;38.515;39.18;38.515;39.075;"08/04/2024 17:37";CET;1216654;47453679.62;39.075;08/04/2024
"STRADIM ESPAC.FIN";FR0000074775;ALSAS;"Euronext Growth Paris";EUR;5.50;5.55;5.50;5.55;"08/04/2024 16:30";CET;80;443.50;5.55;08/04/2024
STREAMWIDE;FR0010528059;ALSTW;"Euronext Growth Paris";EUR;27.60;27.60;27.50;27.50;"08/04/2024 17:29";CET;390;10759.10;27.50;08/04/2024
"STREAMWIDE BS25";FR001400DG11;STWBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;0.75;08/04/2024
"STREAMWIDE BS25-2";FR001400DGA0;STRBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;0.75;08/04/2024
"STREIT MECANIQUE";FR0000063976;MLSTR;"Euronext Access Paris";EUR;13.00;13.00;13.00;13.00;"04/04/2024 16:30";CET;2;26.00;13.00;08/04/2024
"SUMO RESOURCES PLC";GB00B8GJBS16;MLSUM;"Euronext Access Paris";EUR;0.0045;0.0045;0.0045;0.0045;"02/04/2024 17:02";CET;20000;90.00;0.0045;08/04/2024
"SWORD GROUP";FR0004180578;SWP;"Euronext Paris";EUR;36.60;36.85;36.45;36.85;"08/04/2024 17:35";CET;2925;107165.40;36.85;08/04/2024
SYENSQO;BE0974464977;SYENS;"Euronext Brussels, Paris";EUR;89.99;90.85;89.25;90.37;"08/04/2024 17:39";CET;114924;10380413.62;90.37;08/04/2024
SYNERGIE;FR0000032658;SDG;"Euronext Paris";EUR;32.80;33.10;32.80;33.10;"08/04/2024 17:35";CET;499;16427.80;33.10;08/04/2024
TARKETT;FR0004188670;TKTT;"Euronext Paris";EUR;9.10;9.16;8.96;9.16;"08/04/2024 15:42";CET;134;1220.72;9.16;08/04/2024
TATATU;IT0005507857;ALTTU;"Euronext Growth Paris";EUR;6.30;6.30;6.25;6.25;"08/04/2024 10:24";CET;11;68.80;6.25;08/04/2024
TAYNINH;FR0000063307;TAYN;"Euronext Paris";EUR;1.21;1.21;1.21;1.21;"05/01/2024 12:47";CET;200;242.00;1.21;08/04/2024
"TECHNIP ENERGIES";NL0014559478;TE;"Euronext Paris";EUR;23.82;24.32;23.68;24.30;"08/04/2024 17:35";CET;326468;7903945.16;24.30;08/04/2024
TELEPERFORMANCE;FR0000051807;TEP;"Euronext Paris";EUR;90.68;93.70;90.14;93.54;"08/04/2024 17:39";CET;246974;22933198.58;93.54;08/04/2024
TELEVERBIER;CH0008175645;TVRB;"Euronext Paris";EUR;59.00;59.00;59.00;59.00;"04/04/2024 16:30";CET;200;11800.00;59.00;08/04/2024
TELEVISTA;FR0011076595;MLVST;"Euronext Access Paris";EUR;3.52;3.52;3.52;3.52;"14/03/2024 16:30";CET;110;387.20;3.52;08/04/2024
TERACT;FR001400BMH7;TRACT;"Euronext Paris";EUR;0.868;0.868;0.80;0.804;"08/04/2024 16:57";CET;11761;9828.99;0.804;08/04/2024
"TERACT BS";FR0014000TB2;TERBS;"Euronext Paris";EUR;0.001;0.001;0.001;0.001;"22/03/2024 10:09";CET;100000;100.00;0.001;08/04/2024
TF1;FR0000054900;TFI;"Euronext Paris";EUR;8.815;8.92;8.76;8.915;"08/04/2024 17:35";CET;131540;1169520.04;8.915;08/04/2024
"TF1 NV24";FR001400M3E5;TFINV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;7.135;08/04/2024
"TFF GROUP";FR0013295789;TFF;"Euronext Paris";EUR;44.00;44.70;44.00;44.20;"08/04/2024 17:35";CET;1549;68808.20;44.20;08/04/2024
